#STEM=all_IP_networks
#VERSION=v20260828r15
#ROWS=25704
#CREATED=2026-08-23T15:41:25Z
#TOOL=update_ipam.py v1.16
#NOTE=Delta update: +5 subnets from preprocess
#END_HEADER
#UPDATED=2026-08-25T02:18:35Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260824.csv +0 -340 rows
#UPDATED=2026-08-25T02:20:41Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260824.csv +340 -0 rows
#UPDATED=2026-08-25T02:26:15Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_REMOVE_orphan_10.18.79.50_v20260824.csv +0 -1 rows
#UPDATED=2026-08-25T02:27:34Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_ADD_orphan_10.18.79.50_v20260824.csv +1 -0 rows
#UPDATED=2026-08-25T02:30:54Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_REMOVE_orphan_10.18.79.50_v20260824.csv +0 -1 rows
#UPDATED=2026-08-25T02:32:02Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260824.csv +0 -817 rows
#UPDATED=2026-08-25T02:33:54Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260824.csv +227 -0 rows
#UPDATED=2026-08-25T02:34:54Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_ADD_children_v20260824.csv +590 -0 rows
#UPDATED=2026-08-26T03:25:15Z
#GENERATOR=ipam-db.py v3.36.8 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260825.csv +0 -4423 rows
#UPDATED=2026-08-26T03:26:38Z
#GENERATOR=ipam-db.py v3.36.8 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260825.csv +4423 -0 rows
#UPDATED=2026-08-27T02:53:40Z
#GENERATOR=ipam-db.py v3.36.8 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260826.csv +0 -5238 rows
#UPDATED=2026-08-27T02:58:33Z
#GENERATOR=ipam-db.py v3.36.8 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260826.csv +728 -0 rows
#UPDATED=2026-08-27T02:59:57Z
#GENERATOR=ipam-db.py v3.36.8 --update-patch all_IP_networks_egress_rd_ADD_children_v20260826.csv +4510 -0 rows
#UPDATED=2026-08-27T18:50:40Z
#GENERATOR=ipam-db.py v3.36.9 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260827.csv +0 -44 rows
#UPDATED=2026-08-27T18:51:34Z
#GENERATOR=ipam-db.py v3.36.9 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260827.csv +44 -0 rows
#UPDATED=2026-08-27T19:06:48Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260827.csv +0 -6 rows
#UPDATED=2026-08-27T19:07:52Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260827.csv +2 -0 rows
#UPDATED=2026-08-27T19:09:04Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_children_v20260827.csv +4 -0 rows
#UPDATED=2026-08-28T16:48:53Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260828.csv +0 -436 rows
#UPDATED=2026-08-28T16:51:50Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260828.csv +436 -0 rows
#UPDATED=2026-08-28T16:53:25Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260828.csv +0 -1214 rows
#UPDATED=2026-08-28T16:55:48Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260828.csv +90 -0 rows
#UPDATED=2026-08-28T16:57:54Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_children_v20260828.csv +1124 -0 rows
#UPDATED=2026-08-28T18:24:16Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260828.csv +0 -436 rows
#UPDATED=2026-08-28T18:35:56Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260828.csv +436 -0 rows
#UPDATED=2026-08-28T18:42:21Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260828.csv +0 -1214 rows
#UPDATED=2026-08-28T18:46:11Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260828.csv +90 -0 rows
#UPDATED=2026-08-28T18:48:53Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_children_v20260828.csv +1124 -0 rows
#UPDATED=2026-08-28T19:53:58Z
#GENERATOR=ipam-db.py v3.37.3 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260828r1.csv +0 -213 rows
#UPDATED=2026-08-28T19:56:56Z
#GENERATOR=ipam-db.py v3.37.3 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260828r1.csv +213 -0 rows
#UPDATED=2026-08-28T20:00:27Z
#GENERATOR=ipam-db.py v3.37.3 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260828r1.csv +0 -5371 rows
#UPDATED=2026-08-28T20:55:56Z
#GENERATOR=ipam-db.py v3.37.3 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260828r1.csv +113 -0 rows
#UPDATED=2026-08-28T20:57:45Z
#GENERATOR=ipam-db.py v3.37.3 --update-patch all_IP_networks_egress_rd_ADD_children_v20260828r1.csv +5258 -0 rows
CIDR,PREFIX_LEN,NETWORK_ADDRESS,BROADCAST_ADDRESS,SITE_CODE,CANONICAL_LOCATION,LOCATION_TYPE,HERITAGE,STATUS,NET_TYPE,ROUTING_DOMAIN,FACILITY_TYPE,STORE_NUMBER,COMM_TYPE,DATA_QUALITY,SOURCE,DATASET_VERSION,LOC_MASTER_VERSION,CONTESTED_BLOCK,EXT_ID_REFS
10.14.86.248/31,31.0,10.14.86.248,10.14.86.249,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.86.250/31,31.0,10.14.86.250,10.14.86.251,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.86.252/31,31.0,10.14.86.252,10.14.86.253,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.86.254/31,31.0,10.14.86.254,10.14.86.255,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.0/24,24.0,10.14.87.0,10.14.87.255,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.0/31,31.0,10.14.87.0,10.14.87.1,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.2/31,31.0,10.14.87.2,10.14.87.3,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.4/31,31.0,10.14.87.4,10.14.87.5,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.6/31,31.0,10.14.87.6,10.14.87.7,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.8/31,31.0,10.14.87.8,10.14.87.9,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.10/31,31.0,10.14.87.10,10.14.87.11,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.12/31,31.0,10.14.87.12,10.14.87.13,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.14/31,31.0,10.14.87.14,10.14.87.15,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.16/31,31.0,10.14.87.16,10.14.87.17,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.18/31,31.0,10.14.87.18,10.14.87.19,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.20/31,31.0,10.14.87.20,10.14.87.21,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.22/31,31.0,10.14.87.22,10.14.87.23,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.24/31,31.0,10.14.87.24,10.14.87.25,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.26/31,31.0,10.14.87.26,10.14.87.27,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.28/31,31.0,10.14.87.28,10.14.87.29,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.30/31,31.0,10.14.87.30,10.14.87.31,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.32/31,31.0,10.14.87.32,10.14.87.33,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.34/31,31.0,10.14.87.34,10.14.87.35,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.36/31,31.0,10.14.87.36,10.14.87.37,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.38/31,31.0,10.14.87.38,10.14.87.39,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.40/31,31.0,10.14.87.40,10.14.87.41,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.42/31,31.0,10.14.87.42,10.14.87.43,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.44/31,31.0,10.14.87.44,10.14.87.45,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.46/31,31.0,10.14.87.46,10.14.87.47,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.48/31,31.0,10.14.87.48,10.14.87.49,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.50/31,31.0,10.14.87.50,10.14.87.51,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.52/31,31.0,10.14.87.52,10.14.87.53,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.54/31,31.0,10.14.87.54,10.14.87.55,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.56/31,31.0,10.14.87.56,10.14.87.57,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.58/31,31.0,10.14.87.58,10.14.87.59,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.60/31,31.0,10.14.87.60,10.14.87.61,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.62/31,31.0,10.14.87.62,10.14.87.63,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.64/31,31.0,10.14.87.64,10.14.87.65,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.66/31,31.0,10.14.87.66,10.14.87.67,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.68/31,31.0,10.14.87.68,10.14.87.69,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.70/31,31.0,10.14.87.70,10.14.87.71,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.72/31,31.0,10.14.87.72,10.14.87.73,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.74/31,31.0,10.14.87.74,10.14.87.75,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.76/31,31.0,10.14.87.76,10.14.87.77,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.78/31,31.0,10.14.87.78,10.14.87.79,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.80/31,31.0,10.14.87.80,10.14.87.81,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.82/31,31.0,10.14.87.82,10.14.87.83,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.84/31,31.0,10.14.87.84,10.14.87.85,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.86/31,31.0,10.14.87.86,10.14.87.87,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.88/31,31.0,10.14.87.88,10.14.87.89,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.90/31,31.0,10.14.87.90,10.14.87.91,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.92/31,31.0,10.14.87.92,10.14.87.93,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.94/31,31.0,10.14.87.94,10.14.87.95,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.96/31,31.0,10.14.87.96,10.14.87.97,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.98/31,31.0,10.14.87.98,10.14.87.99,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.100/31,31.0,10.14.87.100,10.14.87.101,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.102/31,31.0,10.14.87.102,10.14.87.103,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.104/31,31.0,10.14.87.104,10.14.87.105,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.106/31,31.0,10.14.87.106,10.14.87.107,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.108/31,31.0,10.14.87.108,10.14.87.109,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.110/31,31.0,10.14.87.110,10.14.87.111,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.112/31,31.0,10.14.87.112,10.14.87.113,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.114/31,31.0,10.14.87.114,10.14.87.115,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.116/31,31.0,10.14.87.116,10.14.87.117,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.118/31,31.0,10.14.87.118,10.14.87.119,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.120/31,31.0,10.14.87.120,10.14.87.121,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.122/31,31.0,10.14.87.122,10.14.87.123,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.124/31,31.0,10.14.87.124,10.14.87.125,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.126/31,31.0,10.14.87.126,10.14.87.127,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.128/31,31.0,10.14.87.128,10.14.87.129,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.130/31,31.0,10.14.87.130,10.14.87.131,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.132/31,31.0,10.14.87.132,10.14.87.133,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.134/31,31.0,10.14.87.134,10.14.87.135,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.136/31,31.0,10.14.87.136,10.14.87.137,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.138/31,31.0,10.14.87.138,10.14.87.139,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.140/31,31.0,10.14.87.140,10.14.87.141,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.142/31,31.0,10.14.87.142,10.14.87.143,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.144/31,31.0,10.14.87.144,10.14.87.145,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.146/31,31.0,10.14.87.146,10.14.87.147,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.148/31,31.0,10.14.87.148,10.14.87.149,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.150/31,31.0,10.14.87.150,10.14.87.151,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.152/31,31.0,10.14.87.152,10.14.87.153,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.154/31,31.0,10.14.87.154,10.14.87.155,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.156/31,31.0,10.14.87.156,10.14.87.157,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.158/31,31.0,10.14.87.158,10.14.87.159,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.160/31,31.0,10.14.87.160,10.14.87.161,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.162/31,31.0,10.14.87.162,10.14.87.163,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.164/31,31.0,10.14.87.164,10.14.87.165,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.166/31,31.0,10.14.87.166,10.14.87.167,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.168/31,31.0,10.14.87.168,10.14.87.169,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.170/31,31.0,10.14.87.170,10.14.87.171,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.172/31,31.0,10.14.87.172,10.14.87.173,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.174/31,31.0,10.14.87.174,10.14.87.175,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.176/31,31.0,10.14.87.176,10.14.87.177,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.178/31,31.0,10.14.87.178,10.14.87.179,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.180/31,31.0,10.14.87.180,10.14.87.181,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.182/31,31.0,10.14.87.182,10.14.87.183,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.14.87.184/31,31.0,10.14.87.184,10.14.87.185,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,SWITCH,Active,COLO,COLO,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
